chat_id,assume_payment,negotiate
oHHycEG,1,N/A
oh8qCL7,0,N/A
ggKx0vuSI4,1,0
G8jI7L4,1,0
KZ4G258,0,N/A
v23Ob3V,0,N/A
4I2gyWi711,0,N/A
PbnU8k7,1,N/A
d5EL99S,1,0
9dz15N1,1,0
JH5cXM5,0,N/A
71tdmV3,1,1
ZRti6LI,0,N/A
N3XSci4,0,N/A
EF0wn09,1,1
h2l61nC,1,0
M24G9EO,0,N/A
0f420TB,1,1
7jG54WF,1,0
HhKE6tC,0,N/A
cPqOKz4,0,N/A
hMFbVyL,0,N/A
s3PlX6oQ3r,1,1
ecYM1Px3Ir,1,N/A
0n1n8t9,0,N/A
90YIiSdv1S,0,N/A
pNUVolxD2u,1,0
9Ne33lV,1,N/A
hJ7bud5,0,N/A
kyI24L7,1,1
Yn4MNL4,0,N/A
2K9IUlfM9D,1,0
zzEI56O,1,0
ud2REZT,0,N/A
wd60hhT,1,1
lI3d7Xg417,0,N/A
5lBGtKU,1,1
XE6y30iM0E,0,N/A
9ATl99g5IX,0,N/A
SNQ0wajAQD,1,N/A
VH9P9nF,1,N/A
5Ux3Uio25x,0,N/A
Jzc6New0sQ,0,N/A
i70bjMahKs,0,N/A
L251Qp7,1,N/A
ctnsLbD,1,1
P9XU8HW,1,N/A
4288dysbsy,0,N/A
xON28atw81,1,0
jEMXb4K,0,N/A
0honPQ1,0,N/A
PsleRmxU49,1,0
NU7v46P,0,N/A
zAM7dfT,0,N/A
7iOPtM6,0,N/A
qL9q306,0,N/A
86LfIfz67C,0,N/A
D4rf2cP,0,N/A
ouH0EeX,1,0
279E0NC,1,0
vGL2P47,1,0
i337f01,1,1
hq3sW7e3r8,0,N/A
6nKlm0lwYi,1,N/A
G02Az3o7kZ,0,N/A
B2XhhrF,1,1
Wy6YhqW,1,1
370ym5hC0k,1,0
5l5n41X,1,0
7z40eH6,1,1
8n34xd6,1,0
U8No8wA,0,N/A
N3ncCY3,0,N/A
69LjWnZ,0,N/A
C6g48E8,0,N/A
IfEtZ46,1,N/A
kbEm7qhWTo,1,0
tG5ei7K,1,0
61ksKX5,0,N/A
tqIbqhD,0,N/A
72H99nx1t3,0,N/A
p8f4as1,0,N/A
WxsXfyrdoe,1,1
p2i3T0D,0,N/A
rzefi01,1,1
jvs0BAR,1,0
V7r584Q,0,N/A
YE33ahh3CJ,1,1
qxff6eB,1,N/A
325AC9M,1,0
1kOmpd2,0,N/A
aS1jIPfizV,0,N/A
i771mIem71,0,N/A
bEW1lfZ,0,N/A
gmRbz4ji3O,0,N/A
HJxk597,0,N/A
Ru832s8,0,N/A
Jx4cHN1,0,N/A
7aWM97M,0,N/A
11BX4pS,1,0
480d4mV,1,1
L1Oln15,0,N/A
mRjOtonkP4,1,1
vPPntfx4RI,0,N/A
ZaKxaxha15,0,N/A
2M9aQ1slu2,1,1
X0U96t6,0,N/A
76oF8paLm4,1,1
m686UZM,1,0
3Y0jIeD,1,0
1IJ1Y1gY1z,0,N/A
7s8GAj4,1,1
nONW2CaXc6,1,0
54RitNau2O,1,0
nWLAWC4,0,N/A
V3R92RqSR1,1,1
6Nikv8U,0,N/A
2szoUdzXVj,0,N/A
aEvPUQkla4,0,N/A
L8IWm8e65v,1,0
Kz21z3y5N3,1,1
Drf5nl4,1,0
V71cixoSzF,1,1
g862Y0sB22,0,N/A
45aOP04,1,N/A
gM143a8,1,0
Hpl07OeNA8,1,N/A
1VBN9w7,1,N/A
QKva1PsiPR,0,N/A
2U800Jx1Ry,0,N/A
G0K3CNrPMM,1,1
C7ks413,0,N/A
QpLm6N2,0,N/A
ruYiC6W,0,N/A
H38ZQ39,1,0
Mr44dj1,1,0
JrDW80J,1,0
mZ1o7X2,1,1
GuB9u94,1,0
g13o87lMfw,0,N/A
89iOojM,0,N/A
afH1UTP,0,N/A
2xCa6p5,1,0
XGY3muF,1,0
2s3xkW5,0,N/A
s1eh3Zw0fz,0,N/A
H187aBjhGJ,1,1
og7QWeO,0,N/A
yu6lkuX,1,0
V02SJRB,0,N/A
lP4QZK5,1,0
RvDUBoW,0,N/A
FN4P4WW,0,N/A
VC4iM4dn4G,1,1
J2d87Bl1Ne,1,1
6K3Su6u48d,1,1
HkBbbAygM2,0,N/A
czJKQJx5Kd,1,1
bcfp043,1,0
H7j94TG,0,N/A
f2Sz9J7,0,N/A
IOk6LjP,0,N/A
ELr23iP,1,0
8891tqrxM9,1,0
5QDD1sU,1,N/A
V8T3iAsH95,1,1
Bh1EVw4,1,1
XwOCaKQ,0,N/A
fsPD7NX,0,N/A
Cvhec7uR0t,0,N/A
U22H73U,1,0
T11jAc4,0,N/A
hg7c8HM,0,N/A
B7u4JP2,0,N/A
W5vB1lL,1,N/A
11h3TJJ,1,0
eEv9u25,0,N/A
ngN7UdX,1,1
5i7whHB,1,1
45zRqlszk6,0,N/A
6K7t1sT,0,N/A
c15SnaD,0,N/A
lwa03tA,1,0
dD6wEKO,0,N/A
N3B2sN3,1,0
Vs7zDzS,0,N/A
4YMzRcY,1,1
epuXD37,0,N/A
L9U4na6,0,N/A
192bnXya6L,0,N/A
8DfSX3sxWJ,0,N/A
8rSdLpp92J,0,N/A
35183DJ,1,0
m6ySp5hnU8,1,1
5lNtXQfY3e,1,1
MZvZ93oV71,0,N/A
oA0aWo1,0,N/A
qGcFK8O,0,N/A
HMYfh4ev49,1,1
K6s0473,1,N/A
Ep4BhCaPm7,0,N/A
9z8l5H0,0,N/A
5oaG8Q9,0,N/A
YJay2Hw9P0,0,N/A
M0T7V04,1,1
45tU6ynPNi,1,0
9w8Fv19,1,0
8E33283,1,0
hZtW9Qcy8y,1,0
v73sziZ,1,0
xe7Pkb3,0,N/A
pdWz2pqrmn,1,N/A
S2q58aU,0,N/A
R0du4u7,1,0
t25bNwq0k4,0,N/A
y2G7N9n32P,1,0
7p1pzo7,1,0
8ksX2G2,0,N/A
I27gsrJ,1,1
KLPY501,0,N/A
qi8jRZP,1,0
I7DAGJpAu7,0,N/A
x301G2U,1,0
0os41oB,1,1
f0Rqqmh7gz,0,N/A
97go6hU,0,N/A
gCZx7c3,1,1
3jddWaug5F,0,N/A
Z3KGJfM,1,0
SUxUBOnxXx,1,1
0Ze6y8U,1,N/A
xWqF09Y,1,1
5CmDVFx0JP,0,N/A
maS6Boul3s,0,N/A
6f0Z1hN,1,N/A
ua3eLg2,1,N/A
zzph445,0,N/A
ED0YlH0,1,N/A
vYjyx6L,1,N/A
64gd9eJ,1,0
V3jwekjH3l,1,N/A
vba4C0jua2,0,N/A
a2rVi7D,1,N/A
oAJvz9u5BR,0,N/A
0wq5G1iuM8,0,N/A
LyMGNnT,0,N/A
3QC9zxW,1,0
kD6Nl1I,1,1
C4PyU1D,0,N/A
xT7gIMq0g5,1,1
n8sj577,0,N/A
vfso103,0,N/A
xA4ID2c207,0,N/A
XQdb764,0,N/A
Y6WBspR,1,1
TQOGFB5,1,0
3XaXh8P,1,1
hY3C360,0,N/A
s3H8H8vJ02,0,N/A
940Ie26,0,N/A
n54GYfi3dp,1,0
pBpVp66,0,N/A
1gJzH1b4qQ,0,N/A
1eXim0e0Dj,1,1
v330vk4,0,N/A
5j4CO3rSL3,0,N/A
lFVvLTX,0,N/A
cb49NAisuL,1,N/A
Z70raMwz8o,1,0
2171B1I,0,N/A
6Jx10ojrF4,1,0
uJiwe0F,1,0
P14x7pcP67,0,N/A
50KDl95,1,0
f5sWlcX,1,0
WO8r86z2g2,1,N/A
5yU7544,1,1
Of1Wtsp82g,1,0
D71T48L,1,1
7dS3X17,0,N/A
7563Ua0,1,0
5K2q8kO,1,0
XKLz42m8zm,1,N/A
EY767OC,0,N/A
Vvi8cqn0Eh,0,N/A
8qg1oH9,1,0
Ss6oW21,1,0
SieU7ioioQ,0,N/A
aG71M0F,0,N/A
gf87f6jVDd,0,N/A
aGJmQ6S,1,1
17iBg5T,0,N/A
ivbQyXK,0,N/A
Aa7z508,0,N/A
3D8O2Jsz6T,1,1
9Tln5S5,1,N/A
JR8473zY17,0,N/A
IF7021P,0,N/A
gkS103q9dg,1,N/A
9OkhD4M,0,N/A
6bziJ11,1,0
xr2Zed6,0,N/A
tZ1Y3FckLC,0,N/A
bu0z8X7,0,N/A
963YbJn285,0,N/A
WYunBKfxSf,0,N/A
yuIH7KY,1,N/A
T20ezvcAd1,0,N/A
39G3xB4,1,N/A
WgrO0o1,0,N/A
XffHR2I,0,N/A
75l900yjnW,0,N/A
JgMU6y6,0,N/A
s0m6JlR,0,N/A
R89X68l0oJ,1,N/A
42s81h3,1,0
q1zq9ER,0,N/A
3BB0lYa8i9,0,N/A
Oq2lqw7,0,N/A
iu6YXy7,0,N/A
hDFP0wlEX6,1,1
c5jq8Vdxyw,1,1
E0e4MdjcM0,1,N/A
pC503jH,0,N/A
ArJS7g5,0,N/A
AAQYJw0,0,N/A
s8Q08pN,0,N/A
lq21P75,0,N/A
ZAu0wkn70C,1,1
1z64fZX,0,N/A
u2Kj1RrZ49,1,0
IBIjvyL,1,0
o64MlSC,0,N/A
e1tX81K,1,1
rhWyJ92,0,N/A
4435VyR,0,N/A
lF5W4LjeNp,0,N/A
uMXgL9H,1,1
6JH8avE,1,1
Eb5k1W7,0,N/A
j6glRQB,1,N/A
4E42WrobaF,1,1
sEiQ0dG,1,1
yZZ7VVF,0,N/A
AN5q2xgaS9,0,N/A
7s089F1,1,0
90IQvriq6t,0,N/A
0hmc83nn6X,1,N/A
Co7ZyfR,0,N/A
sP5X1KfeBw,1,1
BLh6Wix062,0,N/A
o9UaJy2,0,N/A
d99G5J4,0,N/A
yoNKCWimO0,1,0
ZsTATvH,1,0
hb3cGq9,1,0
50hVRWp42K,1,0
pea7np7,1,1
35opGpF,0,N/A
lRZg12n028,0,N/A
Buu938K,1,N/A
0NWzdrX,0,N/A
n4HA809,1,0
617xfulTLF,0,N/A
unr7HPS,1,0
s2WVG69,1,0
5r33x9nNv0,0,N/A
M4PD79e50u,1,1
U5Y3jCP,0,N/A
d3AsEx3,0,N/A
YqYIQlX,0,N/A
MO5akekFn5,0,N/A
9FyKjtF,1,1
Oe4fFG0,1,0
caGlrz1,0,N/A
kTptO2C,0,N/A
VboJA9aP2A,1,0
6TPcgn6,1,0
m020auqjp0,0,N/A
Hd5vM45,0,N/A
Nw70xd4,1,0
W0ilvZsr4o,0,N/A
nesw36G,1,N/A
S4e2BpC,1,1
yHT7U2q4IC,1,0
1y1BLP1,1,0
EU6hu22,0,N/A
7Sw9d4W,0,N/A
52NJ5PB,1,1
5635uwmJ5V,1,0
V5bJ894,0,N/A
5PIsVOK,0,N/A
cminhUlpS7,1,1
zJjO3C3,0,N/A
IzdMK1m93P,0,N/A
Tm2a504,1,0
4SQqWR6,1,0
uC92f6eQa2,1,0
1xg25IyVsF,0,N/A
l99HMyxGoi,1,1
a40tuF8,1,N/A
80GFR5xcbp,1,1
tD7LtiE,1,1
pn7VYrpNMN,0,N/A
gEY6rr6,0,N/A
wN5rf6r8e9,1,0
6NlBC6fEK8,1,1
5G7oMWV,1,N/A
iYD8JyV,0,N/A
4ryUK28,1,1
aRVsVPB,0,N/A
o6IvLwwV8U,1,1
RQ20bg6,1,0
XJ2NZ4H,1,0
Atsy3DE,1,1
4rdkttdB74,0,N/A
br6X3UoQY3,1,0
2z73wo8,1,0
m13I8v9,0,N/A
d2BS182,1,1
qMs42rU,0,N/A
2e9H45zp35,1,1
33br6HS,1,0
8WDqxk4,1,0
ifcnFuP,0,N/A
AEm2pzwGO0,1,0
7SCEKPbn92,0,N/A
j4eg04j0H9,1,1
d90vE0P,0,N/A
J1oiI17,0,N/A
6x11k1r9Po,0,N/A
Q6G4ywK,1,1
jOfw6w6,1,1
JNAY0Zjfj3,1,0
hR6Tb51,0,N/A
Pin3CWybAZ,0,N/A
5E90AotaO7,1,0
kt7UdsbTM4,0,N/A
6XSx6iS,0,N/A
1K2Lo1jG15,1,1
B9eSWuY,1,0
y36g3Qms96,0,N/A
TT71Zt6,0,N/A
k7qa10pkh8,1,0
h7U65gB,0,N/A
jfb1W3mmw1,0,N/A
D3frZC8,0,N/A
wJaQMiU,0,N/A
n9Bpk45,0,N/A
uLCyYToLmh,1,0
7vOFtb2,0,N/A
we1Z8BP,0,N/A
3qmfg6Y,1,0
1n7Y1LS,0,N/A
pfZH34R,1,1
llbHZcS,1,0
7qLTZ24,1,0
38vHg0P,1,1
cqVp8O9,0,N/A
LG567kP,0,N/A
4Y0B10r17d,1,N/A
b8hSI7eLNJ,0,N/A
b8MZZBvzYN,1,0
y2m4bqxRjM,0,N/A
8VeJ3dcV70,1,0
6u9U0O4,1,1
4mcL7zH,0,N/A
6E89MKl3VN,0,N/A
1iwESEfeO6,0,N/A
Q88mA5W,1,0
XSM4oa6,1,1
FT1c4vxKa6,1,1
dB5SNz3,0,N/A
SEmcWtR,1,N/A
f7O99Est3G,0,N/A
j7H6O2L,1,0
3ZsCKp7,0,N/A
LyTY83g6UT,1,0
E3rzK6U,0,N/A
feZ1I6Y,1,N/A
4UyzCW1,1,0
V9r9BqL,0,N/A
6z4etx7,0,N/A
mh87tSwSHh,1,1
vG10105,1,0
HiefU51,0,N/A
B5HVKVH,0,N/A
F1h4qoJ,0,N/A
x2IsSZE,0,N/A
BQ4f221,0,N/A
spb3kKE,1,0
Rx46HYvE3I,0,N/A
bP1Yy96,1,1
LLhw152,0,N/A
K51QsbT,1,0
AW9c00S,1,N/A
931u7j4,0,N/A
YQ6mN0W,1,0
I1QqBID,1,1
P144T61,1,N/A
11ARXV0,1,1
C8K62fG,0,N/A
J86B4I8,1,0
0k181gwZhl,0,N/A
17O6yR8,1,0
35UoHcP,1,N/A
1xLi5EA,0,N/A
Fq1Z0WbJjg,0,N/A
VCJE7gV,0,N/A
12jQ8e1,0,N/A
cg1s2L3,0,N/A
FYQ81I9,1,1
ZXciiCkqTW,0,N/A
296vvMkAgY,0,N/A
3AHy0Hj7IJ,1,1
o17Fzk5,0,N/A
F1LH9Fpzhx,0,N/A
j0ovugY,1,1
92a4yhC,0,N/A
5dFxjW1,0,N/A
36K7OOR,0,N/A
H05r72I,0,N/A
9pS2nmM,0,N/A
q54831J,1,N/A
5FUHz01,1,0
rmysi3v00A,1,0
6ri3EH9,1,N/A
PbgCtfc5yy,1,1
OU43Lq8,1,0
0Mnhn53,0,N/A
F1kLdk0,1,0
7bpwT74,1,0
615pkJw94a,1,1
6V6NFQ2,1,N/A
UE0YUo4,0,N/A
oaHt4JZ,0,N/A
Bq0glFQ,1,0
a7wr047,1,0
D2F8A2Q,1,1
gl01gjJ,1,0
sFG7BwlyGm,0,N/A
2cwqLtG,1,1
588733u246,0,N/A
63IgC30,1,N/A
cx9137A,1,0
evLI9qI,1,0
co5VEkp3x2,1,0
68liPh8,0,N/A
jm2qV9S,0,N/A
TsHaB5A,0,N/A
5mx0hxpR5s,1,N/A
76Rc86fZr8,0,N/A
4Ma12doxBZ,0,N/A
26798f2,1,1
PSppmg3,0,N/A
0986pC5,1,1
ae64RZtBuC,1,0
oCe33mvrok,1,1
9696O7X,0,N/A
t5HQ33C,1,1
1jB6ohq7gZ,0,N/A
IpAbT3yt9n,1,1
KO9F5Ln6ri,1,0
Z652jK6,0,N/A
3Op7pGdmjj,1,0
gtrc6EH,0,N/A
t6O5QAR,0,N/A
M78qY28,1,1
E9AEYrvh4H,1,1
rTcYp6zTR7,1,0
z1qc50L,0,N/A
9kb0d3M,1,N/A
65B4JMl313,1,0
y09gUr5,1,1
2ntjvOE,0,N/A
34ejrMY,1,0
t3ziRaP,0,N/A
E8j28HvS4N,0,N/A
PylEVku5rV,0,N/A
K9UJ69fc96,1,N/A
6LGYkfuOy6,0,N/A
0XQSNrh1EE,0,N/A
v3bH7v4,1,0
7hnR761,0,N/A
kPrzCY3,1,0
y91Zr7bWH1,0,N/A
AU7ox3ta8M,0,N/A
aySt6n2,1,1
2kjROOT,1,0
rj7kX8rHBs,1,1
2Ibu3CnHP4,1,0
mU6W109,1,0
wXn777B,0,N/A
YVeMwMc68u,1,1
r0dlFFuq9a,0,N/A
0F73le9,1,N/A
f9Tb0KY,1,0
I2aoJmx97d,1,1
U36Uba3,1,0
WL1c94C,0,N/A
P3f1ZjV,0,N/A
Ndn7t3W,1,1
69zBmJ4,0,N/A
W5Ct4V4,0,N/A
274CtUS,1,1
6mPpf6S,1,0
X3hHEKD,1,N/A
Xb5J16gZjw,0,N/A
Y8Lf1F5,1,0
XVq643m614,1,0
sl8akkM,0,N/A
Su520pR,0,N/A
LXrxI43,0,N/A
gmLhe43,1,N/A
g0lxvzT,0,N/A
jkoAn31,0,N/A
75q6KT2,0,N/A
bj231Z7,0,N/A
2H05S8I,0,N/A
207JUEpCgf,0,N/A
0JImq25,1,N/A
TRY298U,1,0
3699F0pCaV,0,N/A
nP32M30,0,N/A
3KeZG29,1,1
r8w8A74,0,N/A
wJ9A8T3,0,N/A
K06sjIevWB,1,1
CDHLjJ6,1,0
gGmwJ34,1,N/A
7Jhs3hhmR3,1,0
olM20HvP2B,0,N/A
yF1vBA1,1,0
CR3u8BE,1,N/A
4jX0CgmTm3,1,N/A
F0pLb3F,0,N/A
7DmmHXF,0,N/A
6VpCc6H,0,N/A
88189Z6,0,N/A
73nLH0uHuc,0,N/A
v6lRo06,1,1
d369t1o8LV,0,N/A
g94522pNUh,0,N/A
wMlV439,0,N/A
yb94c46,0,N/A
6gIoDqG,1,1
d5Z67yO,1,1
x61VQf0,0,N/A
244AoOY,1,0
37Rgk48,1,N/A
cf024dB,0,N/A
0c1oIfK,0,N/A
1SNW51X,1,0
Wy43d0se86,1,0
o3XW0a3,1,N/A
V2r7thE,1,N/A
51BE503,0,N/A
4I8j75N,0,N/A
71Zjt6W,0,N/A
6v5CJG8,0,N/A
jKd1v32,1,0
B7hL2OL,0,N/A
66y73cG,0,N/A
pT823cwBq5,0,N/A
s534Jiw81o,0,N/A
3LY95Hhg60,1,0
ruCa6KE,0,N/A
4Dz3j9cJiK,1,0
7ILBhu2,1,1
jSx4I4mA70,1,N/A
WeN8FFv9L1,0,N/A
q4R8k0pwsk,1,N/A
0ZaN603,0,N/A
7nBDYnanTN,1,1
O0ckIbs172,0,N/A
n82D2ag8g1,0,N/A
46MSBlyqgm,1,1
05SCKVnlT7,1,0
O4Wq4k5,1,1
8QrSKPT,1,0
y9Dbv4cl1e,0,N/A
DZTbdLfe2y,1,0
fyu4K4X,0,N/A
TS7u6fS,1,1
eVt61qZ,1,1
NQ1vr0D,0,N/A
iX8BK83,1,N/A
9dtrHL1,1,1
8kmmXC2,0,N/A
Eq1GG1uz09,1,N/A
pr4g7r7,0,N/A
6Inedvtylt,1,0
SHalKVY,0,N/A
zN3n1D1,0,N/A
0fRhgf3,0,N/A
NG0299c02W,0,N/A
9H4JXv7,0,N/A
CijYx0X,0,N/A
a7OLqXmDWX,0,N/A
B1m38GxF4s,0,N/A
r9G384qy9v,1,1
1Ak5b23,0,N/A
qVkkAEa413,1,1
CxmCcbT,1,N/A
RcwPdw5,1,1
dt79Tb4,1,N/A
36125hP,0,N/A
ZwvloE7,0,N/A
70SoFj1,1,0
B8Q53I9,1,0
uREy3eG,0,N/A
4ShC4jsaJd,1,N/A
m2R59vM,0,N/A
26S31f6,1,0
0A4Fdn9,0,N/A
xT07mIf7JQ,0,N/A
99mYP6niMf,0,N/A
rCQ382z24p,1,0
xJ154r6,0,N/A
JQfyNM4,0,N/A
vAm21rU,0,N/A
XWU8pMqEqX,0,N/A
hymbiCkBV2,1,1
BjyHR0T,1,0
G0Iu53W,1,0
6qBx5F3,0,N/A
0tcd8IaYj8,1,0
GKmXs7W,0,N/A
qU4rmJsOfM,0,N/A
sh1f57E,0,N/A
qLR9hS3,1,1
P4W716M,0,N/A
Br3lIWrdzd,0,N/A
lBrtp34,0,N/A
K0RqMH5,0,N/A
bq2q1s4,0,N/A
5OntJaZ,0,N/A
16EBr7L,1,1
4WE02T7,0,N/A
c7cArjK,1,0
1N8gA50,0,N/A
K0e1YD3,1,0
XX7UUr5,0,N/A
98P02H9,1,0
u2877fN,1,0
cQ3p52sOF3,1,0
V998pg1,1,0
8Z3WA36,1,0
an1zOOH,1,0
49yc8DlEV5,0,N/A
WBf4D82,1,1
3ReMhTO,0,N/A
7gG8F92,1,0
m354J41,0,N/A
51gHSB8,1,1
3I504qF,1,N/A
RLIEwTY,1,N/A
BI9ur0C,0,N/A
rUeafoA,0,N/A
ozY8Ni7,0,N/A
cgszK6Z,0,N/A
xL7N6w4,1,0
oXLmRlD,1,1
g3tcyOS,0,N/A
sT3F4N4,1,0
8mNgD8t3JY,1,1
XpyYRJE,1,0
31c6plG,0,N/A
EC0SsifIbh,1,0
8CyTqJa5CP,1,N/A
1Z0hog8,0,N/A
A8WQA15,1,1
n1G7k88,1,0
i1pg34yQL0,1,0
6z0b78T,1,N/A
282q976,0,N/A
m9Gr66W,0,N/A
VDV5xuI,0,N/A
BSEqMYE,1,N/A
76k63N2,0,N/A
nG8VP45,1,1
K0ZS6qea7e,1,0
iJPaXeqKWO,1,0
5X76pQS,0,N/A
4JG23Rgk46,0,N/A
7p7JpiM,1,1
1MBk5f1,1,1
Jax4l27,0,N/A
1yu27M3,1,N/A
4kkNo41,0,N/A
7lEkRCI,1,N/A
zF40W2W,0,N/A
OhQw4x9,1,1
Khi3Ue7,0,N/A
xd19zJA,0,N/A
qjEq8zmy4w,1,N/A
47nW6G3,0,N/A
5BgMQveUXe,0,N/A
4bQ6HL3,1,N/A
z4Pj1g8,0,N/A
vgvSY8im56,0,N/A
l76UimK,1,1
4en5nP3,0,N/A
OREM392,0,N/A
nLSEM83,0,N/A
562O98vLus,0,N/A
GzD5iSN,0,N/A
ol2t2z7,0,N/A
OLl533Z,0,N/A
YRiin2K,1,1
3Y4b64pMl4,1,0
aOpg6IysUn,1,1
xa5D8XzTg5,1,0
bayriWkKjT,0,N/A
p0Iut5M,0,N/A
ZJa48F8,0,N/A
N7rM3e6,1,0
c58W7phxP8,1,1
fqdh4PdPRA,0,N/A
5aGCigzeAM,1,1
x377q4tNpt,1,0
ARHBt4S,0,N/A
DLnNiH7,1,0
26T1uq9,1,1
nZMR289,0,N/A
SxBUK2nWSD,0,N/A
SrLiPWwLr2,1,N/A
cr1Mc52,0,N/A
A8L80owNdo,1,1
5h28c9R,1,0
N3z4HBF,0,N/A
XXY4F5lP86,1,0
9767UYk5FX,0,N/A
PeK2we3,0,N/A
15PN9In1C5,0,N/A
8hUu2z9,1,1
25Fiw1sP74,0,N/A
dDQh1W3,1,0
N5Kfiq7,1,N/A
GBD3VkzrRu,1,1
3zR32y0,1,1
5SSUiQz3qp,1,N/A
uXi2mu4,0,N/A
Ozk2s1Z,0,N/A
8QZ30KG,1,0
klputq0,0,N/A
J9JchmgU1C,0,N/A
Ya902o9,0,N/A
5kyrO11,1,0
3A81zu3,1,1
BOrRF6X,0,N/A
y7kR6GtYW7,0,N/A
X29gT2mkwm,1,0
8h0jK5m1wE,1,0
5tJGq54,1,0
y0zlK7mF49,1,0
yAjUzQ5,1,0
4ng07Y4,1,N/A
u2qv3u5,1,0
66XCpV7,0,N/A
qQ28XGq3t6,0,N/A
kn0Efj7,0,N/A
0VXxu78,1,0
9u6ZRG8,0,N/A
Zom4tDT,1,0
94AtET9,1,N/A
mRSMkbJ,1,1
67FTENE,0,N/A
kMO2agD,0,N/A
iQ7Y3rY,0,N/A
Edb43g4,1,0
48ESjLnX3q,0,N/A
WGEST2D,1,0
vmMgOx3,0,N/A
746T5D0,0,N/A
n6E5Ju9,1,1
G5UBtj8,0,N/A
u6RA84J,1,0
vE6zqhovt6,0,N/A
6p192j8,1,0
v7513NeD1J,0,N/A
R2NDK48,0,N/A
7dY3sgI,0,N/A
y22t7I9,0,N/A
Pf1F723,0,N/A
DD91a2f11d,1,N/A
8VyJ1kQ,1,N/A
eDj8BUeb4q,0,N/A
0XmEnj0,1,1
q95f66C,1,1
au0J5yizrm,0,N/A
ZS11SkS,1,0
5xtuHsu7aX,1,0
703ziPC,1,0
MtYP6uM,0,N/A
x8F253R,1,1
2Bi5CN4,1,N/A
7D9q3IgpAN,0,N/A
Y22FM7pR3P,1,N/A
YYJiP2P,0,N/A
qA8h7R9,0,N/A
ymfSZ2L,0,N/A
g9xLgWG,0,N/A
D0d3ED2,0,N/A
dZdIa5B,0,N/A
ZIU74bR,0,N/A
68kLxNX,0,N/A
fqw171T,1,1
IqJZr0U,0,N/A
xPf2DBM,1,0
Bj753DjTF0,0,N/A
l7B541K,1,0
85yS6Kot8D,0,N/A
131aa2lm15,1,N/A
OkfblJq5Zj,0,N/A
geC26i2,0,N/A
e2OP8nM,0,N/A
M0nGsF0,1,0
DKLIdAR,1,0
4oZ33tT,1,0
29YAc06,1,0
y6F1wtsOih,1,0
606QhRP,0,N/A
8ZE24ob9gB,0,N/A
FvObd09,1,0
juCM8Rc7hj,0,N/A
3Oy4yGimK9,0,N/A
M6h032apkl,0,N/A
V7Ny5ngvaX,0,N/A
46R6bS4,1,1
7P2yd0r4rw,0,N/A
55WnGRw5Oi,1,1
dgRj1Z0,0,N/A
b0Q9gc9,0,N/A
72KkKhF,1,0
Aa6S21K,0,N/A
6770EJG,0,N/A
o98PZqQ,0,N/A
CCRC1ouk2w,1,0
g367tTvS88,1,N/A
XBK1Hr2,0,N/A
6dGYtfT,0,N/A
q66h13O,0,N/A
0gF8cmdi8x,0,N/A
MFoG9u4,1,1
vsvwS9rZ0p,1,0
P224SiW,1,0
HS6Klc2,1,1
3DuYp36,1,0
c87Myi4,0,N/A
I4Ck3QC,1,N/A
cd1DKx5,1,1
PiOBB6Z,1,1
Jk4Q67yCeU,1,1
NQEoeZ0,0,N/A
FhbOl7W,1,N/A
wyD4KSY,0,N/A
W78T9z0,1,0
G84YJ65,1,1
2AKz4wE,0,N/A
vo5WwUzYJ3,0,N/A
464Eh51,1,1
CpGaLOP,0,N/A
1LO19G7,0,N/A
EPbBGw0,1,0
Bxsim5oP6M,0,N/A
1pQYC6V,0,N/A
P4MZaP6,0,N/A
YX49157,0,N/A
H9jI4kfjLi,0,N/A
U3OJG4V,0,N/A
0P60k8G,0,N/A
3CTj7m2,1,1
9YqrJmkK6T,0,N/A
zSWGf23,1,1
z4OTM2I,1,0
wQFIb67,0,N/A
rxYIjifgNu,0,N/A
N6KU5c8,1,1
8I4dRV5,0,N/A
7a5bG09,1,0
Sbp61lb4tS,1,0
t76HS4cfyF,1,1
c0Yq754,1,1
spAEb0t0bU,1,1
X0iHO0Y,1,1
9nJxU7F,0,N/A
Nw47J0lw26,0,N/A
aVvIk2F,1,1
RyVyh7U,0,N/A
q7I50G2,1,1
b6OzQ95,0,N/A
44n1u4z2g6,1,1
92G96TZ,0,N/A
rz009FI,0,N/A
0oHbzF1,1,1
Lgo73Jo7b6,0,N/A
M7Txo6K,0,N/A
F271e6F,0,N/A
Bu9S3rG,0,N/A
Enu54Pp581,0,N/A
2MxHICJ,0,N/A
D0FQm3T,1,N/A
z1O8VS0,1,1
Co0DQ7rDpf,1,N/A
iaWZ808,1,0
oJ7w9yyV3r,1,0
kg9MmC2,1,1
M0nMOfM,1,0
NnelWQ5,1,1
2PeDX9B,0,N/A
0Tb6Y60,1,0
0Oj730R,0,N/A
thax659,1,0
s74w22qr8g,0,N/A
9Twiu6zv7g,0,N/A
1r0U8Q4,1,0
Pkm0R9k5Q3,0,N/A
l9gR2s3,1,1
gGcMkFM,0,N/A
c528448,1,1
OL2k3J3,0,N/A
x6eJvxhp04,1,1
aq0Ho9Y,0,N/A
88f9e3o5J6,1,1
LzEAOqwKVF,0,N/A
hMK9CQN,1,0
Xt0L6JhsIZ,1,N/A
5Bp09QZ,1,0
Gtop4AR,0,N/A
05KraBvg6B,1,0
